gramatica,tipo,nature,nome,status,regra,header,bytes,recupera,colisao
G3-tag-colada,M,cpf,igual-H,fail,,#TCF.8M H:cpf,13,sim,#TCF.8M
G3-tag-colada,M,cpf,igual-tag-tipo,fail,,#TCF.8M b:cpf,13,sim,#TCF.8M
G3-tag-colada,M,cpf,igual-id-nature,fail,,#TCF.8M cpf:cpf,15,sim,#TCF.8M
G3-tag-colada,H,,ausente,fail,,#TCF.8H,7,sim,#TCF.8H
G3-tag-colada,H,,simples,fail,,#TCF.8H idade,13,sim,#TCF.8H
G3-tag-colada,H,,vazio,fail,,#TCF.8H ,8,sim,#TCF.8H
G3-tag-colada,H,,com-dois-pontos,fail,,#TCF.8H a\:b,12,sim,#TCF.8H
G3-tag-colada,H,,com-espaco,fail,,#TCF.8H a b,11,sim,#TCF.8H
G3-tag-colada,H,,com-backslash,fail,,#TCF.8H a\\b,12,sim,#TCF.8H
G3-tag-colada,H,,com-lf,fail,,#TCF.8H a\nb,12,sim,#TCF.8H
G3-tag-colada,H,,igual-M,fail,,#TCF.8H M,9,sim,#TCF.8H
G3-tag-colada,H,,igual-H,fail,,#TCF.8H H,9,sim,#TCF.8H
G3-tag-colada,H,,igual-tag-tipo,fail,,#TCF.8H b,9,sim,#TCF.8H
G3-tag-colada,H,,igual-id-nature,fail,,#TCF.8H cpf,11,sim,#TCF.8H
G3-tag-colada,H,cpf,ausente,fail,,#TCF.8H :cpf,12,sim,#TCF.8H
G3-tag-colada,H,cpf,simples,fail,,#TCF.8H idade:cpf,17,sim,#TCF.8H
G3-tag-colada,H,cpf,vazio,fail,,#TCF.8H :cpf,12,sim,#TCF.8H
G3-tag-colada,H,cpf,com-dois-pontos,fail,,#TCF.8H a\:b:cpf,16,sim,#TCF.8H
G3-tag-colada,H,cpf,com-espaco,fail,,#TCF.8H a b:cpf,15,sim,#TCF.8H
G3-tag-colada,H,cpf,com-backslash,fail,,#TCF.8H a\\b:cpf,16,sim,#TCF.8H
G3-tag-colada,H,cpf,com-lf,fail,,#TCF.8H a\nb:cpf,16,sim,#TCF.8H
G3-tag-colada,H,cpf,igual-M,fail,,#TCF.8H M:cpf,13,sim,#TCF.8H
G3-tag-colada,H,cpf,igual-H,fail,,#TCF.8H H:cpf,13,sim,#TCF.8H
G3-tag-colada,H,cpf,igual-tag-tipo,fail,,#TCF.8H b:cpf,13,sim,#TCF.8H
G3-tag-colada,H,cpf,igual-id-nature,fail,,#TCF.8H cpf:cpf,15,sim,#TCF.8H
G4-sem-assinatura,,,ausente,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,simples,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,vazio,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,com-dois-pontos,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,com-espaco,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,com-backslash,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,com-lf,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,igual-M,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,igual-H,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,igual-tag-tipo,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,,igual-id-nature,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,ausente,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,simples,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,vazio,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,com-dois-pontos,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,com-espaco,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,com-backslash,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,com-lf,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,igual-M,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,igual-H,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,igual-tag-tipo,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,,cpf,igual-id-nature,N/A,G4 exige tipo,,0,,
G4-sem-assinatura,b,,ausente,pass,,:b,2,sim,
G4-sem-assinatura,b,,simples,pass,,:b idade,8,sim,
G4-sem-assinatura,b,,vazio,pass,,:b ,3,sim,
G4-sem-assinatura,b,,com-dois-pontos,pass,,:b a\:b,7,sim,
G4-sem-assinatura,b,,com-espaco,pass,,:b a b,6,sim,
G4-sem-assinatura,b,,com-backslash,pass,,:b a\\b,7,sim,
G4-sem-assinatura,b,,com-lf,pass,,:b a\nb,7,sim,
G4-sem-assinatura,b,,igual-M,pass,,:b M,4,sim,
G4-sem-assinatura,b,,igual-H,pass,,:b H,4,sim,
G4-sem-assinatura,b,,igual-tag-tipo,pass,,:b b,4,sim,
G4-sem-assinatura,b,,igual-id-nature,pass,,:b cpf,6,sim,
G4-sem-assinatura,b,cpf,ausente,pass,,:b :cpf,7,sim,
G4-sem-assinatura,b,cpf,simples,pass,,:b idade:cpf,12,sim,
G4-sem-assinatura,b,cpf,vazio,pass,,:b :cpf,7,sim,
G4-sem-assinatura,b,cpf,com-dois-pontos,pass,,:b a\:b:cpf,11,sim,
G4-sem-assinatura,b,cpf,com-espaco,pass,,:b a b:cpf,10,sim,
G4-sem-assinatura,b,cpf,com-backslash,pass,,:b a\\b:cpf,11,sim,
G4-sem-assinatura,b,cpf,com-lf,pass,,:b a\nb:cpf,11,sim,
G4-sem-assinatura,b,cpf,igual-M,pass,,:b M:cpf,8,sim,
G4-sem-assinatura,b,cpf,igual-H,pass,,:b H:cpf,8,sim,
G4-sem-assinatura,b,cpf,igual-tag-tipo,pass,,:b b:cpf,8,sim,
G4-sem-assinatura,b,cpf,igual-id-nature,pass,,:b cpf:cpf,10,sim,
G4-sem-assinatura,n,,ausente,pass,,:n,2,sim,
G4-sem-assinatura,n,,simples,pass,,:n idade,8,sim,
G4-sem-assinatura,n,,vazio,pass,,:n ,3,sim,
G4-sem-assinatura,n,,com-dois-pontos,pass,,:n a\:b,7,sim,
G4-sem-assinatura,n,,com-espaco,pass,,:n a b,6,sim,
G4-sem-assinatura,n,,com-backslash,pass,,:n a\\b,7,sim,
G4-sem-assinatura,n,,com-lf,pass,,:n a\nb,7,sim,
G4-sem-assinatura,n,,igual-M,pass,,:n M,4,sim,
G4-sem-assinatura,n,,igual-H,pass,,:n H,4,sim,
G4-sem-assinatura,n,,igual-tag-tipo,pass,,:n b,4,sim,
G4-sem-assinatura,n,,igual-id-nature,pass,,:n cpf,6,sim,
G4-sem-assinatura,n,cpf,ausente,pass,,:n :cpf,7,sim,
G4-sem-assinatura,n,cpf,simples,pass,,:n idade:cpf,12,sim,
G4-sem-assinatura,n,cpf,vazio,pass,,:n :cpf,7,sim,
G4-sem-assinatura,n,cpf,com-dois-pontos,pass,,:n a\:b:cpf,11,sim,
G4-sem-assinatura,n,cpf,com-espaco,pass,,:n a b:cpf,10,sim,
G4-sem-assinatura,n,cpf,com-backslash,pass,,:n a\\b:cpf,11,sim,
G4-sem-assinatura,n,cpf,com-lf,pass,,:n a\nb:cpf,11,sim,
G4-sem-assinatura,n,cpf,igual-M,pass,,:n M:cpf,8,sim,
G4-sem-assinatura,n,cpf,igual-H,pass,,:n H:cpf,8,sim,
G4-sem-assinatura,n,cpf,igual-tag-tipo,pass,,:n b:cpf,8,sim,
G4-sem-assinatura,n,cpf,igual-id-nature,pass,,:n cpf:cpf,10,sim,
G4-sem-assinatura,M,,ausente,pass,,:M,2,sim,
G4-sem-assinatura,M,,simples,pass,,:M idade,8,sim,
G4-sem-assinatura,M,,vazio,pass,,:M ,3,sim,
G4-sem-assinatura,M,,com-dois-pontos,pass,,:M a\:b,7,sim,
G4-sem-assinatura,M,,com-espaco,pass,,:M a b,6,sim,
G4-sem-assinatura,M,,com-backslash,pass,,:M a\\b,7,sim,
G4-sem-assinatura,M,,com-lf,pass,,:M a\nb,7,sim,
G4-sem-assinatura,M,,igual-M,pass,,:M M,4,sim,
G4-sem-assinatura,M,,igual-H,pass,,:M H,4,sim,
G4-sem-assinatura,M,,igual-tag-tipo,pass,,:M b,4,sim,
G4-sem-assinatura,M,,igual-id-nature,pass,,:M cpf,6,sim,
G4-sem-assinatura,M,cpf,ausente,pass,,:M :cpf,7,sim,
G4-sem-assinatura,M,cpf,simples,pass,,:M idade:cpf,12,sim,
G4-sem-assinatura,M,cpf,vazio,pass,,:M :cpf,7,sim,
G4-sem-assinatura,M,cpf,com-dois-pontos,pass,,:M a\:b:cpf,11,sim,
G4-sem-assinatura,M,cpf,com-espaco,pass,,:M a b:cpf,10,sim,
G4-sem-assinatura,M,cpf,com-backslash,pass,,:M a\\b:cpf,11,sim,
G4-sem-assinatura,M,cpf,com-lf,pass,,:M a\nb:cpf,11,sim,
G4-sem-assinatura,M,cpf,igual-M,pass,,:M M:cpf,8,sim,
G4-sem-assinatura,M,cpf,igual-H,pass,,:M H:cpf,8,sim,
G4-sem-assinatura,M,cpf,igual-tag-tipo,pass,,:M b:cpf,8,sim,
G4-sem-assinatura,M,cpf,igual-id-nature,pass,,:M cpf:cpf,10,sim,
G4-sem-assinatura,H,,ausente,pass,,:H,2,sim,
G4-sem-assinatura,H,,simples,pass,,:H idade,8,sim,
G4-sem-assinatura,H,,vazio,pass,,:H ,3,sim,
G4-sem-assinatura,H,,com-dois-pontos,pass,,:H a\:b,7,sim,
G4-sem-assinatura,H,,com-espaco,pass,,:H a b,6,sim,
G4-sem-assinatura,H,,com-backslash,pass,,:H a\\b,7,sim,
G4-sem-assinatura,H,,com-lf,pass,,:H a\nb,7,sim,
G4-sem-assinatura,H,,igual-M,pass,,:H M,4,sim,
G4-sem-assinatura,H,,igual-H,pass,,:H H,4,sim,
G4-sem-assinatura,H,,igual-tag-tipo,pass,,:H b,4,sim,
G4-sem-assinatura,H,,igual-id-nature,pass,,:H cpf,6,sim,
G4-sem-assinatura,H,cpf,ausente,pass,,:H :cpf,7,sim,
G4-sem-assinatura,H,cpf,simples,pass,,:H idade:cpf,12,sim,
G4-sem-assinatura,H,cpf,vazio,pass,,:H :cpf,7,sim,
G4-sem-assinatura,H,cpf,com-dois-pontos,pass,,:H a\:b:cpf,11,sim,
G4-sem-assinatura,H,cpf,com-espaco,pass,,:H a b:cpf,10,sim,
G4-sem-assinatura,H,cpf,com-backslash,pass,,:H a\\b:cpf,11,sim,
G4-sem-assinatura,H,cpf,com-lf,pass,,:H a\nb:cpf,11,sim,
G4-sem-assinatura,H,cpf,igual-M,pass,,:H M:cpf,8,sim,
G4-sem-assinatura,H,cpf,igual-H,pass,,:H H:cpf,8,sim,
G4-sem-assinatura,H,cpf,igual-tag-tipo,pass,,:H b:cpf,8,sim,
G4-sem-assinatura,H,cpf,igual-id-nature,pass,,:H cpf:cpf,10,sim,
