age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
29,Private,166320,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
29,Private,209173,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,30069,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K
29,Private,351324,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,32,United-States,<=50K
29,Private,337953,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,2885,0,40,United-States,<=50K
29,Private,85572,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
29,Self-emp-not-inc,162298,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
29,Private,277788,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
29,Private,183627,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,148550,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,290740,Assoc-acdm,12,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K
29,Self-emp-not-inc,337505,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K
29,Private,198997,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K
29,Private,207064,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,161155,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,244566,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
29,Private,341846,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
29,Private,338270,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,87523,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,136077,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
29,Private,119004,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2179,40,United-States,<=50K
29,Private,178649,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,20,France,<=50K
29,Private,444304,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Private,60722,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
29,Private,112403,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,,<=50K
30,Federal-gov,42900,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,144949,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,2559,40,United-States,>50K
30,Self-emp-not-inc,345122,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,<=50K
30,State-gov,352045,Masters,14,Separated,Craft-repair,Not-in-family,White,Male,99999,0,40,United-States,>50K
30,Private,176471,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K
30,State-gov,182271,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,352105,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
30,Private,113433,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
30,Private,111415,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,Germany,<=50K
30,Private,179446,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,133602,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,188403,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,155659,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
30,Private,349148,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K
30,Private,77266,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,509500,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,4787,0,45,United-States,>50K
30,Private,158420,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,25,United-States,<=50K
30,Local-gov,211654,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Private,94245,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,270886,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,108247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Private,115426,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
30,Private,209691,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,State-gov,54318,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,213307,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,20,Mexico,<=50K
31,State-gov,223376,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
31,Self-emp-inc,111567,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,163594,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
31,Private,83446,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,153078,Assoc-acdm,12,Never-married,Craft-repair,Own-child,Other,Male,0,0,50,United-States,<=50K
31,Private,208657,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,164309,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
31,Self-emp-not-inc,113364,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
31,Private,115488,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,253354,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,145791,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,144949,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
31,Private,703107,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
31,Private,329874,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,446512,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
31,Private,195750,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
31,Private,227146,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
31,Private,106437,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
31,Private,221167,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
32,Self-emp-not-inc,400061,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,40,Philippines,>50K
32,Private,459465,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
32,Private,172402,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,<=50K
32,State-gov,27051,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
32,Federal-gov,72630,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,14084,0,55,United-States,>50K
32,Private,259425,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,37070,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
32,,199046,Assoc-voc,11,Never-married,,Unmarried,White,Female,0,0,2,United-States,<=50K
32,State-gov,159537,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,107843,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,50,United-States,>50K
32,Private,256609,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
32,,134886,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,2,United-States,>50K
32,Private,340940,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
32,Local-gov,217296,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,4064,0,22,United-States,<=50K
32,State-gov,71151,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,<=50K
32,Private,77634,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
32,Private,295282,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
32,Self-emp-not-inc,116834,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,5,,<=50K
32,Private,37210,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
32,Private,94041,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,Ireland,<=50K
32,Private,190784,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,37232,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,>50K
32,Private,223212,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
32,Private,53206,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
32,Private,118551,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,,>50K
32,Federal-gov,402361,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,143604,10th,6,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,37,United-States,<=50K
32,Private,198183,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
32,Private,309513,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,208855,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
33,Self-emp-not-inc,114639,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Private,180656,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Guatemala,<=50K
33,Private,255004,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,2354,0,61,United-States,<=50K
33,Private,156464,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Local-gov,177695,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
33,Self-emp-not-inc,190027,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,70,United-States,>50K
33,Private,393702,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Local-gov,255058,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Male,0,2339,40,United-States,<=50K
33,Private,118500,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,143653,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
33,Private,221196,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
33,Private,159322,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Private,78707,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
33,Private,176711,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,England,<=50K
33,Self-emp-inc,117963,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,60,United-States,>50K
33,Private,163392,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,>50K
33,,234542,Assoc-voc,11,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,231826,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
33,Federal-gov,182714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,United-States,>50K
33,Private,126414,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,,<=50K
33,Private,221966,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,2202,0,50,United-States,<=50K
33,Private,80058,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,48,United-States,<=50K
33,Private,202046,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,2001,40,United-States,<=50K
33,Private,124827,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,205152,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
33,Private,162572,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
33,Federal-gov,391122,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
33,Local-gov,154874,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,116508,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,280111,11th,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
33,Self-emp-not-inc,520078,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Male,0,0,60,United-States,<=50K
33,Private,216145,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,175412,9th,5,Divorced,Craft-repair,Unmarried,White,Male,114,0,55,United-States,<=50K
33,Private,112900,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Local-gov,162623,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
33,Private,138142,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K
34,Private,108023,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
34,Local-gov,126584,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
34,State-gov,137900,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,>50K
34,Private,119079,11th,7,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
34,Self-emp-inc,233727,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
34,Private,111567,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
34,Private,234096,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Local-gov,158242,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,<=50K
34,Private,225548,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,30,United-States,<=50K
34,Private,82623,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
34,Private,117983,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,297094,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
34,Private,238912,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,110978,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
34,Private,208043,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,United-States,>50K
34,Private,25322,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,2339,40,,<=50K
34,Private,236861,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,31740,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,169527,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4386,0,20,United-States,<=50K
34,Private,156464,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,85,England,>50K
34,Private,434463,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,39,United-States,<=50K
34,Private,169564,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,209297,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,2001,40,United-States,<=50K
34,Self-emp-inc,544268,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
34,Private,205733,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,157289,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,177639,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,379798,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Private,42900,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
34,Private,167893,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,United-States,>50K
35,Private,240988,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,<=50K
35,Private,95708,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7688,0,60,United-States,>50K
35,Private,269323,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,>50K
35,Private,185084,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,>50K
35,Private,272742,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,27828,0,60,United-States,>50K
35,Private,153832,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
35,Private,233533,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,<=50K
35,Private,122747,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
35,Self-emp-not-inc,45880,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,194668,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,45,United-States,>50K
35,Private,85799,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,174503,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Local-gov,304252,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
35,Private,89508,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
35,,451940,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,40,United-States,<=50K
35,Private,343403,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,180342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,State-gov,49352,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
35,Private,170617,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States,<=50K
35,Local-gov,308945,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Private,314897,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
35,Private,186886,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,<=50K
35,Private,87556,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
35,Private,166416,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
35,Private,219546,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,Germany,<=50K
35,Private,253006,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,38,United-States,>50K
35,Private,287658,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,30,Jamaica,<=50K
35,Private,233571,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States,<=50K
35,Private,189092,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,185848,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,414910,7th-8th,4,Divorced,Sales,Not-in-family,Other,Female,0,0,35,United-States,<=50K
36,Federal-gov,253627,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Puerto-Rico,>50K
36,Private,122493,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,133454,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,161141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,187847,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
36,Private,224531,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,>50K
36,Private,51100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,172538,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
36,Private,181382,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
36,Private,114988,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,199947,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
36,State-gov,76767,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,39,United-States,<=50K
36,State-gov,36397,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
36,Private,195385,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
36,Private,269042,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
36,Private,250238,1st-4th,2,Never-married,Other-service,Other-relative,Other,Female,0,0,40,El-Salvador,<=50K
36,Private,549174,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,252231,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Puerto-Rico,<=50K
36,Private,90159,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,>50K
36,Private,170376,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
36,Self-emp-not-inc,109133,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
37,Private,410034,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
37,Private,222450,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,2339,40,El-Salvador,<=50K
37,Local-gov,170861,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
37,Private,141584,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,47,United-States,<=50K
37,Private,178877,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,224566,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Local-gov,343052,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,216149,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
37,Self-emp-inc,199816,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
37,Self-emp-inc,257295,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand,>50K
37,Private,379522,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
37,Federal-gov,40955,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,Japan,<=50K
37,Private,227545,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
37,State-gov,348960,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
37,Federal-gov,22201,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines,>50K
37,Private,468713,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,111128,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
37,Private,99233,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,111129,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,170174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,>50K
37,Private,187748,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,46385,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,188774,11th,7,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,60,,<=50K
37,Private,415500,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
