pedido_id,cliente_id,cliente_nome,produto_id,produto_nome,qtd,valor_unit,status
479,38,Cliente_012,4,Prod-003,1,299.61,pago
480,38,Cliente_012,19,Prod-004,5,131.86,pendente
481,31,Cliente_046,20,Prod-014,2,125.36,pago
482,4,Cliente_008,10,Prod-018,4,259.0,cancelado
483,49,Cliente_022,10,Prod-018,5,388.87,pago
484,31,Cliente_019,20,Prod-010,3,187.57,pago
485,34,Cliente_037,5,Prod-001,2,256.02,cancelado
486,4,Cliente_027,12,Prod-006,2,322.07,pago
487,5,Cliente_021,7,Prod-015,4,301.88,pendente
488,38,Cliente_036,11,Prod-019,3,212.25,pago
489,7,Cliente_029,2,Prod-015,2,460.38,cancelado
490,15,Cliente_044,8,Prod-014,5,110.5,pendente
491,48,Cliente_049,11,Prod-012,2,203.15,pago
492,24,Cliente_000,3,Prod-011,1,279.57,pago
493,19,Cliente_028,7,Prod-018,3,26.73,pago
494,13,Cliente_012,10,Prod-005,2,443.26,cancelado
495,12,Cliente_021,18,Prod-007,2,102.01,pago
496,17,Cliente_006,1,Prod-004,4,329.16,pago
497,22,Cliente_013,10,Prod-014,2,187.97,pendente
498,43,Cliente_010,17,Prod-019,4,439.8,pago
499,8,Cliente_009,5,Prod-006,2,268.61,cancelado
500,24,Cliente_020,20,Prod-013,2,460.9,cancelado
501,38,Cliente_012,18,Prod-009,2,167.2,pago
502,41,Cliente_017,5,Prod-016,5,443.49,pago
503,47,Cliente_005,16,Prod-019,1,87.88,pendente
504,49,Cliente_041,17,Prod-011,4,261.85,pago
505,21,Cliente_045,12,Prod-016,4,359.25,pendente
506,31,Cliente_017,19,Prod-012,5,326.62,pago
507,15,Cliente_012,15,Prod-007,4,113.2,pendente
508,25,Cliente_036,6,Prod-011,3,277.52,pago
509,49,Cliente_005,10,Prod-014,5,179.03,cancelado
510,3,Cliente_029,17,Prod-019,3,215.92,pendente
511,28,Cliente_026,12,Prod-015,3,140.14,pago
512,12,Cliente_028,8,Prod-008,1,182.75,pago
513,19,Cliente_032,17,Prod-017,1,394.01,pago
514,7,Cliente_007,3,Prod-011,1,275.28,pendente
515,13,Cliente_043,11,Prod-008,3,373.88,cancelado
516,18,Cliente_012,20,Prod-004,5,456.63,pago
517,50,Cliente_019,10,Prod-011,4,473.18,cancelado
518,49,Cliente_041,1,Prod-015,5,494.69,pago
519,26,Cliente_014,8,Prod-006,4,120.69,cancelado
520,36,Cliente_048,15,Prod-014,3,397.0,pendente
521,13,Cliente_027,14,Prod-006,4,227.74,cancelado
522,2,Cliente_023,5,Prod-018,2,156.26,cancelado
523,1,Cliente_031,12,Prod-010,2,212.48,cancelado
524,49,Cliente_025,18,Prod-009,3,295.54,cancelado
525,3,Cliente_008,5,Prod-010,5,316.77,cancelado
526,39,Cliente_036,13,Prod-012,2,474.6,pago
527,35,Cliente_024,7,Prod-015,1,167.78,pendente
528,41,Cliente_019,3,Prod-005,1,339.07,pago
529,3,Cliente_044,20,Prod-015,1,97.41,pago
530,25,Cliente_018,7,Prod-007,3,331.49,pago
531,30,Cliente_003,12,Prod-016,1,90.05,pendente
532,26,Cliente_010,4,Prod-004,5,212.11,cancelado
533,5,Cliente_024,7,Prod-004,2,158.33,cancelado
534,43,Cliente_030,6,Prod-019,5,469.88,cancelado
535,13,Cliente_032,15,Prod-008,2,8.68,pago
536,29,Cliente_004,13,Prod-019,2,265.3,cancelado
537,32,Cliente_029,15,Prod-018,1,369.96,pendente
538,42,Cliente_029,12,Prod-009,4,308.45,pago
539,27,Cliente_015,6,Prod-019,4,231.62,cancelado
540,12,Cliente_044,19,Prod-003,4,350.83,pago
541,16,Cliente_010,9,Prod-017,3,335.0,pago
542,45,Cliente_046,7,Prod-015,4,496.23,cancelado
543,8,Cliente_023,3,Prod-003,5,384.44,pendente
544,27,Cliente_028,6,Prod-008,2,255.5,pendente
545,2,Cliente_004,15,Prod-012,3,374.25,pago
546,26,Cliente_002,1,Prod-008,1,356.0,pago
547,21,Cliente_042,15,Prod-015,4,38.78,cancelado
548,43,Cliente_015,15,Prod-004,4,411.11,pago
549,11,Cliente_001,20,Prod-003,2,150.6,cancelado
550,48,Cliente_025,6,Prod-002,1,340.3,pago
551,29,Cliente_022,6,Prod-006,1,446.88,cancelado
552,14,Cliente_028,2,Prod-016,1,198.36,pendente
553,29,Cliente_003,20,Prod-000,1,387.34,pago
554,16,Cliente_023,8,Prod-006,1,12.94,pago
555,1,Cliente_021,7,Prod-002,2,479.58,pago
556,43,Cliente_010,6,Prod-001,4,258.69,pendente
557,21,Cliente_035,7,Prod-019,2,467.49,pendente
558,28,Cliente_007,8,Prod-006,1,181.51,pago
559,1,Cliente_025,11,Prod-000,4,110.32,pago
560,5,Cliente_042,9,Prod-019,3,26.75,pago
561,27,Cliente_019,20,Prod-015,1,357.7,cancelado
562,11,Cliente_016,4,Prod-019,3,490.8,cancelado
563,25,Cliente_043,5,Prod-010,2,319.5,cancelado
564,21,Cliente_042,16,Prod-002,3,13.74,cancelado
565,29,Cliente_024,17,Prod-007,5,295.8,pago
566,15,Cliente_001,20,Prod-003,3,122.02,pendente
567,49,Cliente_015,20,Prod-002,1,73.09,pendente
568,19,Cliente_012,5,Prod-012,2,322.81,pago
569,47,Cliente_038,15,Prod-010,2,142.67,cancelado
570,49,Cliente_002,17,Prod-013,3,376.52,pago
571,47,Cliente_021,11,Prod-007,2,271.96,cancelado
572,16,Cliente_043,8,Prod-019,4,263.13,pago
573,29,Cliente_040,1,Prod-002,4,39.64,pago
574,4,Cliente_040,5,Prod-006,2,50.42,cancelado
575,36,Cliente_013,8,Prod-016,1,215.99,pendente
576,20,Cliente_010,7,Prod-007,4,92.34,pago
577,20,Cliente_018,19,Prod-014,2,139.57,pendente
578,6,Cliente_023,13,Prod-012,2,238.0,pendente
579,33,Cliente_039,14,Prod-004,4,14.81,pendente
580,28,Cliente_005,10,Prod-019,5,80.64,cancelado
581,12,Cliente_016,13,Prod-014,3,229.53,pendente
582,36,Cliente_038,16,Prod-002,3,72.64,pendente
583,13,Cliente_009,7,Prod-000,1,431.52,cancelado
584,47,Cliente_023,16,Prod-012,4,470.44,cancelado
585,24,Cliente_024,16,Prod-009,5,40.26,pago
586,8,Cliente_024,19,Prod-005,2,382.66,pendente
587,50,Cliente_048,12,Prod-016,4,319.31,pendente
588,45,Cliente_003,13,Prod-013,2,124.96,pago
589,24,Cliente_040,1,Prod-004,3,304.69,cancelado
590,10,Cliente_016,8,Prod-019,5,476.13,pago
591,1,Cliente_007,3,Prod-012,4,354.5,pago
592,34,Cliente_012,14,Prod-005,4,130.17,pendente
593,33,Cliente_034,13,Prod-018,3,368.3,cancelado
594,6,Cliente_006,19,Prod-011,2,138.17,pago
595,48,Cliente_025,10,Prod-000,2,409.11,pago
596,7,Cliente_004,14,Prod-016,4,328.99,cancelado
597,28,Cliente_010,6,Prod-011,2,353.5,pago
598,32,Cliente_011,17,Prod-003,4,285.71,pago
599,12,Cliente_012,2,Prod-005,2,133.38,pendente
600,29,Cliente_040,20,Prod-003,2,44.51,pago
601,25,Cliente_007,9,Prod-002,3,19.68,pago
602,31,Cliente_031,4,Prod-000,1,136.71,pago
603,43,Cliente_037,2,Prod-003,2,263.56,pago
604,25,Cliente_038,17,Prod-008,4,239.25,pendente
605,39,Cliente_027,11,Prod-011,3,499.73,pago
606,24,Cliente_042,13,Prod-012,5,33.33,pendente
607,22,Cliente_006,1,Prod-014,4,363.98,pago
608,2,Cliente_038,4,Prod-016,3,475.78,pago
609,24,Cliente_028,20,Prod-015,5,209.5,pago
610,1,Cliente_040,11,Prod-000,3,437.35,cancelado
611,21,Cliente_043,15,Prod-007,5,244.85,cancelado
612,40,Cliente_005,12,Prod-013,4,493.5,cancelado
613,7,Cliente_046,13,Prod-009,5,101.56,pago
614,34,Cliente_036,17,Prod-001,2,251.47,pago
615,20,Cliente_043,18,Prod-014,2,448.72,pago
616,31,Cliente_042,18,Prod-007,2,109.76,cancelado
617,45,Cliente_005,4,Prod-013,1,84.32,pendente
618,25,Cliente_049,9,Prod-007,3,334.64,cancelado
619,8,Cliente_042,5,Prod-017,4,49.77,cancelado
620,22,Cliente_014,19,Prod-019,1,323.77,pendente
621,46,Cliente_047,13,Prod-017,4,405.18,pago
622,17,Cliente_007,10,Prod-002,1,49.12,cancelado
623,38,Cliente_012,4,Prod-018,3,68.07,pendente
624,25,Cliente_036,1,Prod-009,1,297.08,pago
625,25,Cliente_027,11,Prod-011,2,262.28,cancelado
626,38,Cliente_014,4,Prod-012,1,271.46,pendente
627,21,Cliente_009,10,Prod-007,4,341.59,pago
628,39,Cliente_018,5,Prod-001,5,163.47,cancelado
629,45,Cliente_007,9,Prod-018,4,317.38,pago
630,32,Cliente_018,13,Prod-001,3,80.59,cancelado
631,14,Cliente_046,8,Prod-001,2,429.11,cancelado
632,26,Cliente_019,6,Prod-000,5,199.18,pendente
633,44,Cliente_030,12,Prod-012,4,40.55,cancelado
634,19,Cliente_018,7,Prod-017,4,53.17,pendente
635,49,Cliente_037,2,Prod-009,4,329.04,cancelado
636,9,Cliente_028,16,Prod-009,2,108.83,cancelado
637,13,Cliente_047,1,Prod-011,5,55.46,pago
638,25,Cliente_027,6,Prod-001,1,181.01,pendente
639,12,Cliente_003,4,Prod-016,3,298.73,pago
640,41,Cliente_046,13,Prod-007,1,63.81,pendente
641,32,Cliente_019,20,Prod-005,4,389.05,cancelado
642,43,Cliente_005,15,Prod-012,3,318.01,pendente
643,24,Cliente_000,4,Prod-003,1,65.42,cancelado
644,43,Cliente_032,8,Prod-000,5,288.63,cancelado
645,31,Cliente_017,4,Prod-018,2,195.06,cancelado
646,45,Cliente_027,10,Prod-018,2,54.22,pago
647,46,Cliente_034,6,Prod-012,1,199.93,cancelado
648,34,Cliente_031,3,Prod-016,5,271.8,cancelado
649,8,Cliente_048,7,Prod-003,2,431.69,cancelado
650,12,Cliente_000,18,Prod-014,3,65.91,pago
651,37,Cliente_013,6,Prod-002,5,132.1,pago
652,6,Cliente_007,17,Prod-009,3,483.31,pago
653,28,Cliente_042,1,Prod-007,3,27.85,cancelado
654,19,Cliente_042,18,Prod-014,2,290.65,cancelado
655,21,Cliente_033,12,Prod-019,5,257.74,cancelado
656,7,Cliente_042,2,Prod-007,1,98.1,pendente
657,14,Cliente_008,20,Prod-017,2,297.93,pendente
658,9,Cliente_046,20,Prod-013,1,277.18,pendente
659,25,Cliente_041,6,Prod-012,4,46.21,pendente
660,44,Cliente_027,5,Prod-017,2,39.93,cancelado
661,18,Cliente_040,7,Prod-011,5,330.37,cancelado
662,39,Cliente_010,14,Prod-004,3,496.26,pendente
663,25,Cliente_001,20,Prod-007,1,138.71,cancelado
664,8,Cliente_043,18,Prod-013,1,168.03,pago
665,24,Cliente_021,9,Prod-004,2,140.46,pago
666,25,Cliente_014,13,Prod-003,1,91.99,cancelado
667,20,Cliente_037,16,Prod-003,5,177.71,cancelado
668,19,Cliente_035,9,Prod-019,1,448.8,pago
669,21,Cliente_048,13,Prod-005,3,404.01,cancelado
670,35,Cliente_035,20,Prod-012,4,298.19,pendente
671,1,Cliente_043,17,Prod-004,2,75.62,cancelado
672,48,Cliente_017,2,Prod-011,2,340.72,pendente
673,46,Cliente_029,6,Prod-014,3,400.24,cancelado
674,19,Cliente_017,14,Prod-016,2,156.07,pago
675,20,Cliente_026,11,Prod-002,1,42.96,pago
676,6,Cliente_010,19,Prod-001,1,372.99,cancelado
677,32,Cliente_000,14,Prod-016,2,242.43,cancelado
678,44,Cliente_043,18,Prod-003,4,11.88,pago
679,48,Cliente_000,14,Prod-017,3,125.89,cancelado
680,43,Cliente_033,20,Prod-001,5,227.08,pago
681,44,Cliente_048,17,Prod-007,2,42.19,pago
682,33,Cliente_022,2,Prod-013,4,192.65,pendente
683,8,Cliente_021,8,Prod-017,1,148.58,pendente
684,19,Cliente_016,7,Prod-000,5,199.84,pendente
685,42,Cliente_032,2,Prod-014,5,424.93,pago
686,23,Cliente_000,20,Prod-014,3,152.68,pago
687,1,Cliente_022,6,Prod-012,3,9.39,pendente
688,32,Cliente_012,3,Prod-016,5,449.76,pendente
689,8,Cliente_031,1,Prod-004,3,116.92,pendente
690,24,Cliente_019,12,Prod-013,2,270.53,pendente
691,7,Cliente_028,15,Prod-005,2,180.1,pendente
692,1,Cliente_022,7,Prod-003,2,146.03,pago
693,26,Cliente_026,11,Prod-001,2,334.77,pendente
694,43,Cliente_017,4,Prod-013,4,277.31,cancelado
695,46,Cliente_008,11,Prod-012,5,364.37,cancelado
696,25,Cliente_008,4,Prod-003,1,67.43,pendente
697,33,Cliente_000,8,Prod-001,3,217.68,cancelado
698,48,Cliente_000,14,Prod-015,3,144.7,pago
699,49,Cliente_027,8,Prod-019,2,365.98,pago
700,16,Cliente_017,4,Prod-008,2,334.83,pendente
701,13,Cliente_030,4,Prod-016,5,94.69,cancelado
702,41,Cliente_040,5,Prod-007,1,70.49,pago
703,18,Cliente_012,5,Prod-013,1,310.15,pago
704,4,Cliente_024,14,Prod-016,3,351.58,pago
705,15,Cliente_021,14,Prod-015,1,257.38,cancelado
706,4,Cliente_019,4,Prod-008,3,143.88,pendente
707,46,Cliente_026,8,Prod-010,1,94.97,pago
708,4,Cliente_042,11,Prod-006,3,238.67,cancelado
709,7,Cliente_027,6,Prod-008,4,184.97,pendente
710,8,Cliente_006,1,Prod-017,2,168.95,cancelado
711,24,Cliente_047,19,Prod-016,5,188.94,cancelado
712,18,Cliente_013,19,Prod-012,1,444.16,pago
713,41,Cliente_047,20,Prod-003,1,295.35,cancelado
714,13,Cliente_012,15,Prod-003,1,471.2,cancelado
715,22,Cliente_019,16,Prod-006,5,361.78,pago
716,9,Cliente_012,14,Prod-017,3,446.34,cancelado
717,23,Cliente_023,15,Prod-003,4,38.52,pendente
718,34,Cliente_032,1,Prod-005,5,140.7,pago
719,19,Cliente_002,19,Prod-001,2,371.65,pendente
720,32,Cliente_043,18,Prod-016,1,86.93,cancelado
721,25,Cliente_035,13,Prod-012,5,139.39,pago
722,1,Cliente_010,19,Prod-006,5,349.88,cancelado
723,30,Cliente_032,17,Prod-008,3,426.98,pendente
724,46,Cliente_017,18,Prod-003,2,115.85,cancelado
725,16,Cliente_018,2,Prod-004,3,463.99,pendente
726,4,Cliente_041,8,Prod-006,5,62.51,cancelado
727,23,Cliente_040,20,Prod-011,3,46.21,cancelado
728,36,Cliente_016,5,Prod-013,5,150.97,pago
729,41,Cliente_000,12,Prod-007,3,92.48,pago
730,35,Cliente_042,19,Prod-003,4,473.1,pendente
731,41,Cliente_040,20,Prod-017,2,409.34,pago
732,21,Cliente_017,7,Prod-018,4,82.04,pago
733,47,Cliente_046,14,Prod-011,2,451.57,pago
734,32,Cliente_011,15,Prod-005,2,98.49,pendente
735,47,Cliente_011,10,Prod-000,3,85.64,pago
736,26,Cliente_043,20,Prod-006,1,76.04,pendente
737,16,Cliente_029,13,Prod-003,5,72.96,pago
738,39,Cliente_006,13,Prod-012,1,59.47,pago
739,49,Cliente_041,2,Prod-004,2,386.21,pendente
740,10,Cliente_040,20,Prod-000,1,479.02,pago
741,35,Cliente_047,11,Prod-002,2,73.92,cancelado
742,29,Cliente_010,10,Prod-010,4,81.48,pago
743,35,Cliente_044,9,Prod-017,1,15.5,pago
744,7,Cliente_034,10,Prod-003,5,443.8,pendente
745,10,Cliente_000,8,Prod-000,2,216.43,pago
746,23,Cliente_041,10,Prod-007,4,344.95,cancelado
747,8,Cliente_031,6,Prod-003,2,55.36,pendente
748,23,Cliente_004,20,Prod-010,1,183.44,pago
749,3,Cliente_038,5,Prod-005,4,267.59,cancelado
750,12,Cliente_043,14,Prod-004,3,314.26,pendente
751,23,Cliente_006,9,Prod-015,3,466.78,cancelado
752,5,Cliente_000,5,Prod-004,3,78.15,pendente
753,47,Cliente_030,3,Prod-003,5,216.59,cancelado
754,18,Cliente_009,3,Prod-010,2,95.03,pendente
755,23,Cliente_020,16,Prod-013,4,348.24,pendente
756,39,Cliente_040,11,Prod-004,2,194.68,cancelado
757,32,Cliente_034,18,Prod-015,5,270.43,pago
758,25,Cliente_005,19,Prod-013,5,291.05,cancelado
759,48,Cliente_014,3,Prod-007,3,6.42,pago
760,24,Cliente_035,16,Prod-004,1,34.49,pendente
761,24,Cliente_049,5,Prod-009,4,76.35,cancelado
762,27,Cliente_015,7,Prod-007,1,374.76,pago
763,45,Cliente_045,5,Prod-012,1,349.58,pendente
764,24,Cliente_003,4,Prod-018,1,241.03,cancelado
765,11,Cliente_001,5,Prod-011,2,44.1,pago
766,1,Cliente_036,14,Prod-004,2,237.53,pago
767,48,Cliente_033,10,Prod-015,4,362.67,pendente
768,42,Cliente_044,1,Prod-009,1,82.16,cancelado
769,3,Cliente_038,6,Prod-016,2,10.38,pendente
770,44,Cliente_029,18,Prod-008,5,253.43,cancelado
771,15,Cliente_027,6,Prod-008,1,263.14,pago
772,48,Cliente_013,13,Prod-019,1,113.36,pago
773,48,Cliente_035,20,Prod-002,4,241.32,cancelado
774,42,Cliente_025,13,Prod-005,1,402.65,cancelado
775,28,Cliente_012,9,Prod-003,1,43.52,cancelado
776,50,Cliente_021,1,Prod-007,3,85.57,pago
777,5,Cliente_013,20,Prod-000,3,97.93,pago
778,41,Cliente_002,8,Prod-008,1,488.45,cancelado
779,3,Cliente_036,16,Prod-001,1,160.72,pendente
780,1,Cliente_022,10,Prod-012,5,101.47,pendente
781,47,Cliente_022,5,Prod-003,3,206.61,cancelado
782,33,Cliente_006,17,Prod-004,1,295.65,pendente
783,31,Cliente_037,2,Prod-009,2,80.01,pendente
784,6,Cliente_040,3,Prod-007,2,404.7,cancelado
785,10,Cliente_049,6,Prod-016,5,496.18,cancelado
786,42,Cliente_033,11,Prod-014,2,172.82,pendente
787,40,Cliente_027,2,Prod-012,2,108.37,cancelado
788,39,Cliente_004,5,Prod-018,4,53.22,pago
789,10,Cliente_049,10,Prod-017,1,251.96,pendente
790,21,Cliente_010,10,Prod-005,1,143.66,pendente
791,23,Cliente_005,3,Prod-005,4,132.68,pendente
792,17,Cliente_048,15,Prod-004,1,485.98,pendente
793,3,Cliente_023,10,Prod-012,4,429.22,cancelado
794,9,Cliente_028,12,Prod-016,5,476.26,pendente
795,6,Cliente_043,14,Prod-016,4,135.1,cancelado
796,3,Cliente_039,2,Prod-007,5,8.93,pago
797,19,Cliente_024,6,Prod-018,4,427.65,pago
798,25,Cliente_029,3,Prod-011,4,236.9,cancelado
799,30,Cliente_006,3,Prod-005,1,459.14,pendente
800,50,Cliente_027,7,Prod-012,3,36.91,pendente
