cnpj,matriz_filial,nome_fantasia,situacao,data_inicio,cnae_principal,uf,municipio_cod,cep,bairro,ddd_1,telefone_1
52.917.363/0003-51,2,,02,20250129,6821801,SP,7107,01451917,JARDIM PAULISTANO,43,98174734
59.177.917/0001-09,1,,02,20250129,5611203,PE,2531,50690900,IPUTINGA,81,86685495
59.177.929/0001-33,1,VIOLA SERVICOS MEDICOS,02,20250129,8610102,SP,7099,12237828,PALMEIRAS DE SAO JOSE,12,91581884
59.177.942/0001-92,1,,02,20250129,9602501,SP,7145,18103563,JARDIM REGENTE,15,66180542
59.177.954/0001-17,1,,08,20250129,9511800,SP,6511,13330450,JARDIM PAU PRETO,19,33120354
59.177.966/0001-41,1,,02,20250129,6821801,SP,6619,13214661,ENGORDADOURO,11,32886858
59.177.977/0001-21,1,,02,20250129,9700500,MG,5437,39730000,PAQUETA,33,98607357
59.177.987/0001-67,1,,08,20250129,8291100,PR,7711,86760000,CENTRO,44,99523592
16.404.287/1016-95,2,,02,20250129,0210107,SP,6859,18185000,ZONA RURAL,11,36365000
59.178.003/0001-62,1,ECOSPACE,08,20250129,7111100,SP,7071,11035190,APARECIDA,13,91768757
59.178.015/0001-97,1,,08,20250129,9602501,SE,3195,49164132,SANTA INES,79,98885527
59.178.025/0001-22,1,ACGS TECH,02,20250129,6209100,SP,6213,06449430,PARQUE VIANA,41,97880145
59.178.035/0001-68,1,FX GAMES,08,20250129,4754701,CE,1389,60714150,ITAPERI,85,98309654
59.178.048/0001-37,1,,08,20250129,8599604,SP,7145,18047690,PARQUE CAMPOLIM,15,95267389
59.178.058/0001-72,1,CANCELIER SOLUCOES EMPRESARIAIS,02,20250129,7020400,SC,8105,88035410,SANTA MONICA,41,97880145
59.178.067/0001-63,1,,08,20250129,4729601,RO,0009,76961862,BALNEARIO ARCO-IRIS,69,84838409
59.178.078/0001-43,1,,02,20250129,5611201,RJ,5897,24474735,ITAUNA,21,70158200
59.178.091/0001-00,1,,08,20250129,7319002,ES,5727,29295000,POCO DANTAS,28,81034085
59.178.102/0001-44,1,,02,20250129,8599699,RS,8449,95790000,CENTRO,51,95978043
59.178.114/0001-79,1,,02,20250129,5912099,DF,9701,70346050,ASA SUL,61,98375848
59.178.124/0001-04,1,,02,20250129,1821100,PB,1975,58900000,CRISTO REI,83,91246929
59.178.133/0001-03,1,,02,20250129,4930202,SP,6477,07054050,JARDIM VILA GALVAO,11,69384932
59.178.144/0001-85,1,,08,20250129,8599699,SP,6563,08573140,VILA VIRGINIA,11,94603313
59.178.156/0001-00,1,,08,20250129,4722901,BA,3539,46390000,CENTRO,77,91589650
59.178.167/0001-90,1,SAMY TRANSPORTES,08,20250129,5320202,RS,8801,91120300,SARANDI,51,95269166
59.178.176/0001-80,1,,02,20250129,4929901,MS,9051,79072610,VARANDAS DO CAMPO,67,91765363
59.178.187/0001-60,1,,02,20250129,4541206,SP,6271,12283880,PARQUE RESIDENCIAL SANTO ANDRE,12,88613673
59.178.199/0001-95,1,B8 WEALTH,02,20250129,6619399,SP,6213,06454000,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAV,11,99437475
59.178.211/0001-61,1,,02,20250129,6110803,SP,6401,06807510,JARDIM MIMAS,11,63104561
59.178.221/0001-05,1,ANZUCAR ESTACIONAMENTO,08,20250129,5223100,SP,7145,18013002,ALEM PONTE,15,81242306
59.178.231/0001-32,1,,02,20250129,4321500,SP,6291,13026280,JARDIM PROENCA,19,99484526
59.178.242/0001-12,1,,08,20250129,9602502,BA,3993,45990616,JARDIM PLANALTO,31,71145248
59.178.254/0001-47,1,,08,20250129,7319002,BA,3849,40290270,ACUPE,71,92652921
59.178.266/0001-71,1,,08,20250129,8219999,MS,9803,79550000,FLOR DO CAMPO,67,98534129
59.178.278/0001-04,1,,02,20250129,4759899,PR,7535,80530000,CENTRO CIVICO,41,99621363
59.178.290/0001-00,1,,02,20250129,4530704,PR,7731,87140000,CENTRO,44,97427517
59.178.300/0001-08,1,,02,20250129,4755503,SP,7017,13453807,PLANALTO DO SOL II,19,96073540
59.178.310/0001-43,1,,02,20250129,4520001,MT,9167,78152100,SAO MATHEUS,65,92653251
59.178.321/0001-23,1,,02,20250129,7319002,RJ,5869,26280200,COMENDADOR SOARES,21,81046989
59.178.332/0001-03,1,,08,20250129,4772500,RJ,6001,20725080,LINS DE VASCONCELOS,21,96429016
59.178.342/0001-49,1,,02,20250129,9603304,CE,1451,63307000,MANGABEIRA,88,94536075
28.358.904/0003-74,2,CASA DO AGRICULTOR,02,20250129,4789004,PR,7763,84925000,CENTRO,43,35691271
59.178.363/0001-64,1,MG HALAL SERVICOS DE SAUDE,02,20250129,8630503,RS,8791,96015420,CENTRO,53,81154171
59.178.375/0001-99,1,,02,20250129,8599699,DF,9701,70655631,CRUZEIRO NOVO,61,82518541
59.178.387/0001-13,1,,02,20250129,5320202,MG,5133,34710170,ANA LUCIA,31,86500062
59.178.398/0001-01,1,,02,20250129,5620104,RJ,6001,23097590,CAMPO GRANDE,21,32758165
59.178.408/0001-09,1,,08,20250129,5611201,AM,0255,69098026,NOVO ALEIXO,92,91969096
59.178.417/0001-91,1,GERMAN,02,20250129,7319003,MG,4445,35502407,RANCHO ALEGRE,37,98241020
59.178.429/0001-16,1,,08,20250129,5611203,BA,3661,45206527,AGUA BRANCA,73,98528455
59.178.439/0001-51,1,,02,20250129,7319002,MG,4371,32186080,PARQUE XANGRI-LA,31,73364841
51.482.928/0001-90,1,IDEAL MARMORARIA E VIDRACARIA,02,20230719,4120400,PA,0415,67120590,QUARENTA HORAS (COQUEIRO),91,85226010
59.178.461/0001-00,1,,02,20250129,7911200,MA,0206,65585000,CENTRO,98,85946122
59.178.472/0001-81,1,,08,20250129,8592999,RS,8801,91550234,LOMBA DO PINHEIRO,51,98786879
59.178.481/0001-72,1,,02,20250129,8219999,SC,8105,88047170,COSTEIRA DO PIRAJUBAE,48,91669627
54.048.151/0001-49,1,SERVARE AMBIENTAL,02,20240223,4789099,MG,5403,38412142,CIDADE JARDIM,13,81235151
59.178.502/0001-50,1,,08,20250129,8599699,SP,6219,17067420,PARQUE SANTA EDWIGES,14,98897347
59.178.514/0001-84,1,,02,20250129,4321500,RS,8655,95178490,ALVORADA,54,96899211
59.178.526/0001-09,1,,02,20250129,4321500,SP,7107,04880230,RECANTO CAMPO BELO,11,98533844
59.178.537/0001-99,1,,02,20250129,5320201,SP,6401,06810320,VILA OLINDA,11,42448678
59.178.548/0001-79,1,,08,20250129,4781400,SP,6747,12180000,VILA SAO BENEDITO,12,97666391
59.178.559/0001-59,1,,02,20250129,1539400,RS,8771,93530180,DIEHL,51,99351813
59.178.571/0001-63,1,,02,20250129,5612100,RS,9825,95630000,INTEGRACAO,51,97323963
59.178.581/0001-07,1,GHELFI M&D,08,20250129,7319003,SP,6619,13206410,VILA MANFREDI,11,57708934
59.178.593/0001-23,1,,08,20250129,9511800,MG,5403,38408370,SARAIVA,34,91888071
59.178.605/0001-10,1,,02,20250129,5611203,MA,0763,65400000,CENTRO,99,88154072
59.178.615/0001-55,1,,02,20250129,7420001,SP,7245,15505106,PARQUE RESIDENCIAL DO LAGO,17,34231955
59.178.627/0001-80,1,,08,20250129,5620104,SP,7107,04814210,JARDIM MARIA RITA,11,53913489
59.178.639/0001-04,1,LINSHOUSE,02,20250129,6822600,SP,6361,06716575,JARDIM SABIA,41,97880145
59.178.650/0001-74,1,,02,20250129,5611203,RN,1761,59025260,CIDADE ALTA,84,99454446
59.178.661/0001-54,1,,02,20250129,4322302,RJ,5863,26515051,CABRAL,21,26935920
59.178.670/0001-45,1,,02,20250129,2539001,SP,6323,15803309,CONJUNTO POLO COMERCIAL E INDUSTRIAL GIORDANO MES,17,37754223
59.178.682/0001-70,1,,02,20250129,5320201,RS,8569,96781064,HIPICO,51,92161274
59.178.692/0001-05,1,,02,20250129,0161003,SP,7107,04855120,JARDIM ITAJAI,75,98227314
59.178.701/0001-68,1,FOX SERVICOS LOGISTICOS,02,20250129,5212500,SP,6619,13214800,JARDIM CELESTE,11,88664928
53.180.161/0001-70,1,,08,20231212,4619200,SP,7071,11030251,PONTA DA PRAIA,13,92107711
59.178.724/0001-72,1,,02,20250129,8211300,SP,7077,09571310,OLIMPICO,11,91352829
59.178.734/0001-08,1,,02,20250129,1091102,SC,8179,89203030,ATIRADORES,47,99743846
59.178.745/0001-98,1,,02,20250129,4930202,SC,8063,89294000,FRAGOSOS,47,96243930
59.178.757/0001-12,1,,02,20250129,7319002,RS,8599,95030840,SANTA LUCIA,54,99644688
59.178.768/0001-00,1,,08,20250129,8599604,PR,7583,85015420,SANTA CRUZ,15,32584512
59.178.779/0001-82,1,,08,20250129,4321500,MG,4123,31741495,HELIOPOLIS,31,34946522
59.178.790/0001-42,1,,03,20250129,9002701,DF,9701,73060656,SETOR OESTE (SOBRADINHO II),61,96249467
59.178.802/0001-39,1,,02,20250129,9602501,ES,5693,29780000,SANTA MARIA,27,98856786
45.819.285/0001-25,1,,02,20220329,8630503,MG,4123,30421280,NOVA SUISSA,31,84843143
59.178.824/0001-07,1,,02,20250129,5612100,BA,3965,45027110,BOA VISTA,77,99171742
59.178.836/0001-23,1,,08,20250129,9609207,PR,7535,80430050,MERCES,41,96156553
59.178.849/0001-00,1,,08,20250129,4399103,SP,7107,08280420,CIDADE LIDER,11,84526330
59.178.858/0001-93,1,,02,20250129,4321500,PR,7733,85690035,CENTRO,55,99425737
59.178.867/0001-84,1,,08,20250129,7319002,CE,1389,60120002,JOAQUIM TAVORA,85,96123011
59.178.878/0001-64,1,,02,20250129,9700500,SE,3233,49107108,ROSA MARIA,79,98094833
59.178.887/0001-55,1,,02,20250129,4930201,SC,8233,88138755,PRAIA DE FORA,48,98494210
59.178.899/0001-80,1,,02,20250129,8599604,MG,4123,30570480,MARAJO,31,92532357
59.178.909/0001-87,1,LEONARDO P CORDEIRO,03,20250129,8630599,SP,7107,01311904,BELA VISTA,11,74952021
59.178.922/0001-36,1,,08,20250129,4930201,MG,4675,35680632,TRES MARIAS,31,85734091
59.178.931/0001-27,1,,02,20250129,7739099,SC,5745,89925000,INTERIOR,49,91531392
59.178.943/0001-51,1,,02,20250129,3101200,PR,7563,85867335,PORTO BELO,45,98144094
59.178.955/0001-86,1,,02,20250129,8219999,SP,6469,12512305,JARDIM AEROPORTO,12,91112107
59.178.966/0001-66,1,,02,20250129,4930202,SP,6313,06333140,PARQUE JANDAIA,11,75922307
59.178.978/0001-90,1,,02,20250129,8599699,SP,7107,05023000,VILA POMPEIA,11,98931125
59.178.987/0001-81,1,,08,20250129,8130300,SP,7107,02967000,VILA MIRIAM,11,80940588
59.178.999/0001-06,1,,02,20250129,8291100,MG,4069,38444393,OURO VERDE,34,88111775
59.179.012/0001-78,1,,02,20250129,4772500,RJ,5819,28093041,PARQUE SANTOS DUMONT,22,99723875
59.179.021/0001-69,1,,02,20250129,4781400,MS,9809,79490000,CENTRO,67,96065939
59.179.031/0001-02,1,,02,20250129,9602502,RJ,6001,21321000,PRACA SECA,21,24642126
59.179.043/0001-29,1,,02,20250129,8219999,SC,8161,88304100,CENTRO,51,97540241
59.179.055/0001-53,1,,08,20250129,4723700,PR,7535,81830130,XAXIM,41,98571104
55.156.966/0001-04,1,,08,20240516,9700500,SP,6757,15210000,RESIDENCIAL BELLA ALIANCA,17,0
59.179.073/0001-35,1,,02,20250129,4774100,CE,1389,60541052,GRANJA PORTUGAL,85,34973446
59.179.086/0001-04,1,,02,20250129,3101200,CE,1389,60422580,AEROPORTO,85,81120779
59.179.096/0001-40,1,,02,20250129,9602501,SE,3241,49480000,CENTRO,79,98046807
59.179.105/0001-00,1,,02,20250129,8599699,MA,0921,65061762,RIO ANIL,98,84178811
59.179.113/0001-49,1,,02,20250129,4399103,SP,6861,12402010,CRISPIM,12,97189948
59.179.122/0001-30,1,,08,20250129,7319002,SP,7107,02652030,JARDIM PERI,11,97083867
59.179.134/0001-64,1,,02,20250129,3314707,RJ,2921,28890573,RECANTO,21,83219683
59.179.146/0001-99,1,,08,20250129,5620104,BA,3413,42821830,BOA UNIAO (ABRANTES),71,85002900
59.179.156/0001-24,1,,02,20250129,9602501,SP,7107,02757040,VILA BANCARIA MUNHOZ,11,60210559
59.179.169/0001-01,1,,02,20250129,8219999,SP,7107,02442020,LAUZANE PAULISTA,11,81506760
59.179.179/0001-39,1,,02,20250129,5320202,MG,5023,39274258,NOVA PIRAPORA,38,99820830
59.179.189/0001-74,1,,02,20250129,4781400,BA,3849,41370070,JARDIM NOVA ESPERANCA,71,99194405
59.179.199/0001-00,1,JNLS NEGOCIOS IMOBILIARIOS,02,20250129,6821801,PR,7535,80530000,CENTRO CÍVICO,41,88460753
59.179.208/0001-62,1,,08,20250129,5229099,SP,6131,13478752,JARDIM BERTONI,83,99988546
59.179.221/0001-11,1,,02,20250129,4923002,MG,4133,32676042,AMARANTE,31,91956797
59.179.232/0001-00,1,,08,20250129,5320201,SP,7233,13224710,JARDIM ITALIA,11,73223949
59.179.243/0001-81,1,,02,20250129,9602501,SC,8105,88048300,RIO TAVARES,48,84731383
59.179.253/0001-17,1,,02,20240702,8411600,CE,1405,62270000,CENTRO,88,97473332
59.179.263/0001-52,1,,08,20250129,5229099,SP,7107,03624010,VILA BUENOS AIRES,11,25442946
46.579.913/0001-05,1,,08,20220528,5620104,SP,6441,16452160,JARDIM PARAISO,14,98531025
59.179.282/0001-89,1,,02,20250102,0115600,SP,6557,18489899,AREA RURAL DE ITAPORANGA,11,84111177
59.179.294/0001-03,1,,02,20250129,8650005,SP,6921,11722030,VILA SONIA,13,30340429
59.179.302/0001-11,1,,08,20250129,8599604,SP,7209,11688644,ITAGUA,12,97773604
59.179.315/0001-90,1,,02,20250129,9001902,SP,7057,09120305,PARQUE GERASSI,11,98473159
59.179.327/0001-15,1,,02,20250129,4744099,RJ,5903,28943295,BAIXO GRANDE,22,98447258
58.254.760/0001-05,1,,02,20241127,7319003,MG,4123,30130008,SERRA,31,38925577
57.706.586/0001-21,1,,02,20241016,5611203,MG,5343,35700481,NOSSA SENHORA DAS GRACAS,31,31078467
59.179.356/0001-87,1,,02,20250129,4772500,MA,0921,65091163,VILA MARANHAO,98,32347184
59.179.368/0001-01,1,,02,20250129,5620104,PE,2327,55560000,CENTRO,81,88124843
59.179.378/0001-47,1,,02,20250129,4930201,PR,7535,81480353,TATUQUARA,41,96967527
59.179.388/0001-82,1,,02,20250129,4723700,SP,6601,06604320,VILA SANTA ROSA,11,36315184
59.179.399/0001-62,1,,02,20250129,8712300,SC,8045,88160190,CENTRO,48,98469522
59.179.410/0001-94,1,,08,20250129,4399103,SC,8367,88704520,HUMAITA,48,99141660
59.179.420/0001-20,1,,08,20250129,5320201,SP,2975,15823003,CENTRO,17,97282374
59.179.431/0001-00,1,,02,20250129,4724500,BA,3573,45661200,BANCO DA VITORIA,73,81160136
59.179.443/0001-34,1,,02,20250129,7319002,RJ,6001,22743041,PECHINCHA,21,98320360
59.179.454/0001-14,1,,02,20250129,5611203,CE,1447,63031182,TIRADENTES,88,35125949
59.179.464/0001-50,1,,02,20250129,4781400,SP,7107,02203010,VILA EDE,11,47792345
59.179.477/0001-29,1,,02,20250129,4930201,SP,7099,12236770,CIDADE MORUMBI,12,81724228
59.179.488/0001-09,1,,02,20250129,8219999,RJ,6001,22451330,GAVEA,21,81185728
45.961.337/0001-01,1,FOCO CONSULTORIA E NEGOCIOS,02,20220408,6619302,MT,8985,78550392,JARDIM PRIMAVERA,66,92813590
59.179.506/0001-52,1,,02,20250129,1091102,MS,9051,79092280,JARDIM TIJUCA,67,81105549
59.179.518/0001-87,1,,02,20250129,4743100,PR,7535,81935394,GANCHINHO,41,96423234
59.179.529/0001-67,1,,02,20250129,5620104,SP,6251,12904170,VILA SANTA LIBANIA,11,40325120
59.179.540/0001-27,1,INDUMELEC,02,20250129,4742300,PE,2531,52061130,POCO,81,83035184
59.179.550/0001-62,1,,08,20250129,4930202,MG,4123,31660180,MANTIQUEIRA,31,89123919
59.179.563/0001-31,1,,02,20250129,5611203,SP,7183,12071510,JARDIM GURILANDIA,12,97119978
59.179.575/0001-66,1,,02,20250129,4399103,PR,7887,83907098,JARDIM SANTA CRUZ,92,35321850
59.179.587/0001-90,1,,02,20250129,4930201,SP,7107,03631030,GUAIAUNA,11,83948801
59.179.599/0001-15,1,,08,20250129,9511800,MG,4371,32340630,NOVO ELDORADO,31,98811304
59.179.611/0001-91,1,,08,20250129,8219999,SP,7107,03725110,ENGENHEIRO GOULART,11,26216333
59.179.624/0001-60,1,,02,20250129,4520007,GO,9585,75455000,JARDIM EXPANSAO BRAZILANIA,62,93793771
59.179.633/0001-51,1,,08,20250129,1352900,SC,8105,88060258,SAO JOAO DO RIO VERMELHO,51,94181290
59.179.642/0001-42,1,,02,20250129,8599603,SP,6477,07178432,VILA CARMELA II,11,49647705
59.179.654/0001-77,1,,02,20250129,4789099,SP,6477,07131320,JARDIM CELIA,11,58981474
59.179.666/0001-00,1,,08,20250129,5320201,GO,9753,75264119,RESIDENCIAL PRADO,62,94201208
59.179.678/0001-26,1,,08,20250129,1412603,SP,7107,03164100,MOOCA,11,69941639
59.179.685/0001-28,1,,02,20250129,7319002,RJ,6001,21321160,PRACA SECA,21,69664663
59.179.696/0001-08,1,,02,20250129,5819100,MA,0921,65071320,CALHAU,98,88804000
55.834.874/0001-36,1,REFRIGERAR,02,20240708,4120400,PA,0427,66065213,CONDOR,91,82080885
59.179.720/0001-09,1,,02,20250129,8599699,RJ,6001,20750340,TOMAS COELHO,21,31051716
59.179.731/0001-99,1,,08,20250129,5612100,GO,1058,72867551,RESIDENCIAL CIDADE NOVA,61,98083562
59.179.741/0001-24,1,,08,20250129,9609208,SP,7077,09560560,SANTA MARIA,11,58103761
59.179.753/0001-59,1,,02,20250129,3314720,RS,8957,96880000,CIPRIANO DE OLIVEIRA,51,98072914
51.774.910/0001-62,1,,02,20230811,4772500,PR,7607,84500016,CENTRO,42,99763915
59.179.775/0001-19,1,,08,20250129,9511800,MG,4267,35300324,ESPLANADA,33,99442685
59.179.785/0001-54,1,,02,20250129,4929902,SP,6789,06172365,JARDIM ROBERTO,11,94772512
59.179.797/0001-89,1,,08,20250129,1091102,PR,7525,86300478,SETOR 02,41,84871386
59.179.807/0001-86,1,,02,20250129,4530705,CE,1569,62327085,SEMINARIO,88,92795563
59.179.817/0001-11,1,,02,20250129,4724500,BA,3283,46875000,ZONA RURAL,75,98481531
59.179.827/0001-57,1,,08,20250129,7319002,SP,7107,04240000,SAO JOAO CLIMACO,11,51659029
59.179.837/0001-92,1,,02,20250129,9512600,SP,6543,11740294,JARDIM IVOTY,13,99105349
59.179.852/0001-30,1,,08,20250129,8230001,ES,5625,29141214,BOA SORTE,27,88483966
59.179.862/0001-76,1,,02,20250129,4520007,SP,2951,13187215,JARDIM NOVO CAMBUI,19,38455957
59.179.871/0001-67,1,,02,20250129,8712300,RJ,6001,21941565,ITACOLOMI,21,80931887
59.179.883/0001-91,1,,02,20250129,8630503,RS,8599,95034160,SAO PELEGRINO,54,99419050
59.179.894/0001-71,1,,08,20250129,5620104,RJ,5897,24740500,COELHO,21,73144948
59.179.905/0001-13,1,,02,20250129,5912099,BA,3515,44051674,SAO JOAO,75,81046425
59.179.917/0001-48,1,,08,20250129,5912099,PR,7471,86186100,RESIDENCIAL MONTE CASTELO,43,84854256
59.179.925/0001-94,1,,08,20250129,4753900,PI,1219,64004215,SAO JOAQUIM,86,0
59.179.936/0001-74,1,IF NEGOCIOS DIGITAIS LTDA,02,20250129,7319002,PR,7493,85805435,PIONEIROS CATARINENSES,45,74005000
58.979.768/0001-39,1,RENASCER CLINICA MULTIDISCIPLINAR,02,20250120,8630503,MG,4219,37730000,CENTRO,35,37216207
59.179.959/0001-89,1,,08,20250129,3313901,PA,0427,66670150,COQUEIRO,91,98184674
59.179.969/0001-14,1,,08,20250129,5320201,SP,7107,08391260,PARQUE DAS FLORES,11,27515730
59.179.982/0001-73,1,,02,20250129,4772500,PR,7481,83602490,JARDIM FLORESTAL,41,99857185
59.179.993/0001-53,1,,02,20250129,4923001,SP,7107,04896310,COLONIA (ZONA SUL),11,10189323
59.180.005/0001-96,1,,02,20250129,9602501,PA,0427,66811360,AGULHA (ICOARACI),91,84930640
59.180.015/0001-21,1,,08,20250129,5320201,SP,2951,13185351,JARDIM ADELAIDE,19,98192185
59.180.027/0001-56,1,,02,20250129,1359600,RJ,1116,26553360,JUSCELINO,21,98523071
59.180.039/0001-80,1,,08,20250129,4789004,RJ,5901,25520200,SAO MATEUS,21,65087453
59.180.052/0001-30,1,,02,20250129,8219999,RS,8963,94495370,JARI,51,85457509
59.180.062/0001-75,1,,08,20250129,7420001,SP,7107,04156050,VILA AGUA FUNDA,11,98151312
59.180.072/0001-00,1,,02,20250129,5612100,SC,8073,89466676,AGUA VERDE,47,99163269
59.180.085/0001-80,1,,02,20250129,4930202,MG,4123,30240520,SAO LUCAS,31,88605239
59.180.097/0001-04,1,,02,20250129,7319002,RS,8953,95201156,CARAZINHO,54,96580815
59.180.106/0001-67,1,,02,20250129,3311200,BA,1112,47864034,JARDIM IMPERIAL,77,98696462
59.180.118/0001-91,1,MCS INSTALACOES,08,20250129,4322301,SP,7107,04410150,AMERICANOPOLIS,11,70502417
59.180.127/0001-82,1,,08,20250129,3314711,MS,9029,79430000,CENTRO,67,96332700
59.180.139/0001-07,1,,08,20250129,5320201,SP,7107,08295345,VILA CARMOSINA,13,78055773
59.180.150/0001-77,1,,08,20250129,5320201,SC,8245,88385000,GRAVATA,47,91132047
59.180.162/0001-00,1,,08,20250129,4744099,PR,7769,83301570,JARDIM BOM JESUS DOS PASSOS,41,88741788
59.180.173/0001-81,1,,02,20250129,4930201,MT,9167,78148185,CANELAS,65,93633727
59.180.186/0001-50,1,,08,20250129,4789099,PR,7933,85440000,CENTRO,44,35431379
59.180.198/0001-85,1,,08,20250129,5612100,PR,7481,83608300,VILA DOM PEDRO,41,96921761
59.180.210/0001-51,1,,02,20250129,8599699,SP,6475,11440002,ENSEADA,13,99626390
59.180.219/0001-62,1,,08,20250129,4541206,MG,5403,38414436,MANSOUR,34,91762190
48.709.708/0001-42,1,SOUZA EXPRESS,08,20221123,4930202,MG,4445,35501570,JARDINOPOLIS,37,91560165
59.180.239/0001-33,1,,02,20250129,5320201,RS,8785,99010090,CENTRO,54,92232679
59.180.251/0001-48,1,,08,20250129,9511800,RS,8791,96065440,TRES VENDAS,53,91794427
59.180.261/0001-83,1,,02,20250129,4930201,RJ,5833,25233248,PILAR,21,97766350
59.180.274/0001-52,1,,02,20250129,8599699,SP,6249,18608420,JARDIM SHANGRI-LA,14,99736446
59.180.285/0001-32,1,,02,20250129,4789099,GO,9373,74611010,SETOR LESTE UNIVERSITARIO,62,98490323
59.180.295/0001-78,1,,08,20250129,4330404,SP,7209,11685036,RIO ESCURO,12,97561278
59.180.308/0001-09,1,,08,20250129,5620104,SP,6181,12947203,JARDIM DO LAGO,11,41786441
59.180.320/0001-13,1,,02,20250129,4520003,SC,0973,88850000,VILA FRANCA,48,91857550
08.275.054/0012-24,2,,02,20250129,0113000,SP,6523,13539899,AREA RURAL DE IPEUNA,19,97495712
59.180.339/0001-60,1,,02,20250129,3101200,MG,4283,35557000,CARMO DO CAJURU,37,98550605
59.180.352/0001-19,1,,02,20250129,5320201,GO,9373,74423090,CIDADE JARDIM,62,98253865
59.180.368/0001-21,1,,02,20250129,8219999,SP,6969,14020373,JARDIM SAO LUIZ,16,36238625
59.180.376/0001-78,1,,08,20250129,8230001,SP,7107,02462005,CHORA MENINO,27,97793415
59.180.386/0001-03,1,,08,20250129,4789004,PR,7691,87035270,JARDIM ALVORADA,13,96949065
59.180.395/0001-02,1,,02,20250129,4923002,MG,0578,38627000,PALMITAL DE MINAS,38,98718327
59.180.407/0001-90,1,,02,20250129,8599604,MA,0921,65049232,CONJUNTO CIAL,98,88310724
59.180.418/0001-70,1,,02,20250129,4321500,SC,0973,88850000,VILA FRANCA,48,91912730
59.180.429/0001-50,1,,02,20250129,9609208,SP,7107,08150300,JARDIM ROBRU,11,37672200
59.180.440/0001-10,1,,02,20250129,9700500,PE,2457,54325085,GUARARAPES,81,84588371
59.180.451/0001-09,1,,02,20250129,3321000,SC,8179,89225701,AVENTUREIRO,47,34371186
59.180.462/0001-80,1,,08,20250129,5819100,PE,2357,54515535,SANTO INACIO,81,96138924
59.180.475/0001-50,1,,02,20250129,5612100,MG,4771,36140000,AFONSO PENA,32,98432793
59.180.485/0001-95,1,,02,20250129,9511800,MT,9151,78730453,PARQUE RESIDENCIAL CIDADE ALTA,66,96258692
59.180.495/0001-20,1,,02,20250129,5320201,PA,0427,66033640,JURUNAS,91,98563214
59.180.507/0001-17,1,MANANCIAL RPR ENGENHARIA CIVIL,08,20250129,4399101,SP,7107,05684901,REAL PARQUE,11,84454738
59.180.520/0001-76,1,,02,20250129,4321500,RO,0005,76900759,JARDIM DOS MIGRANTES,69,92397047
59.180.531/0001-56,1,UNISIG CONSORCIOS,02,20250129,6622300,SP,6789,06140040,CONCEICAO,11,40761483
59.180.541/0001-91,1,,02,20250129,3299099,SE,3179,49770000,BOA HORA,79,81438155
59.180.553/0001-16,1,,08,20250129,7319002,SP,7047,06528305,VILA ANORAL,11,30426628
59.180.564/0001-04,1,,02,20250129,5612100,SP,7107,04004030,PARAISO,11,52020120
59.180.575/0001-86,1,,02,20250129,4520001,SP,6213,06434120,JARDIM SILVEIRA,11,42015186
59.180.583/0001-22,1,,02,20250129,4930202,SC,8081,89801112,PRESIDENTE MEDICI,49,88130182
59.180.594/0001-02,1,,02,20250129,4520001,SC,8185,88790000,FIGUEIRA,48,96094192
59.180.605/0001-54,1,,02,20250129,8219999,SP,6285,07793600,PARAISO (POLVILHO),11,79944054
59.180.617/0001-89,1,,02,20250129,4399103,SP,6737,13198536,JARDIM ALVORADA,19,82288719
59.180.628/0001-69,1,,02,20250129,4930201,ES,5625,29150120,ITACIBA,27,99021891
59.180.640/0001-73,1,,03,20250129,7911200,MA,0803,65901430,CENTRO,99,88109000
59.180.649/0001-84,1,,08,20250129,4330402,SC,8185,88790000,PORTINHO,48,99676616
59.180.660/0001-44,1,,02,20250129,8230001,GO,9373,74705170,JARDIM NOVO MUNDO,62,94129887
59.180.671/0001-24,1,,02,20250129,9602501,PA,0427,66083190,PEDREIRA,91,80634147
59.180.682/0001-04,1,,02,20250129,4789004,PB,1937,58113600,JARDIM AEROPORTO,83,98013729
59.180.693/0001-94,1,,08,20250129,7319002,SP,6291,13052150,JARDIM SANTA TEREZINHA,19,95192024
59.180.705/0001-80,1,,08,20250129,5320202,SP,6477,07050250,JARDIM EUSONIA,11,96955064
59.180.715/0001-16,1,,02,20250129,5320202,MG,5427,36576001,SANTO ANTONIO,31,0
59.180.723/0001-62,1,,02,20250129,8599604,SC,8233,88135824,GUARDA DO CUBATAO,53,99152286
59.180.732/0001-53,1,,02,20250129,4712100,AM,0271,69860000,CIDADE ALTA,97,84204883
59.180.743/0001-33,1,,02,20250129,5611203,SP,7151,08620050,IPELANDIA,11,47471000
59.180.757/0001-57,1,,02,20250129,4752100,DF,9701,71261025,SETOR LESTE (VILA ESTRUTURAL),61,99917790
59.180.769/0001-81,1,,02,20250129,8599604,SP,6687,15996040,JARDIM SAO JOSE,16,33825682
59.180.776/0001-83,1,,02,20250129,4774100,MG,4959,38705828,MORADA DA SERRA,66,96949561
88.618.129/0011-80,2,GERACAO 10,02,20250129,4713002,RS,7325,99615000,CENTRO,55,99031238
59.180.793/0001-10,1,,08,20250129,9700500,SP,6477,07124213,JARDIM LUCIARA,11,69973031
